"boxerID","wins","defeats","draws","wins_by_KO","defeats_by_KO"
"699136","5","2",0,"2 KOs","1 KOs"
"5388","24","11",0,"17 KOs","8 KOs"
"120831","7","1",2,"2 KOs","0 KOs"
"589107","8","1",1,"5 KOs","1 KOs"
"219615","13","9",10,"9 KOs","5 KOs"
"233836","5","6",0,"4 KOs","4 KOs"
"9106","9","7",1,"0 KOs","0 KOs"
"153120","12","18",6,"3 KOs","7 KOs"
"145504","13","14",3,"9 KOs","7 KOs"
"816363","7","1",0,"2 KOs","1 KOs"
"103385","6","1",1,"3 KOs","0 KOs"
"45762","11","7",0,"5 KOs","5 KOs"
"721332","6","3",0,"5 KOs","1 KOs"
"513106","13","28",5,"0 KOs","2 KOs"
"5698","22","97",9,"9 KOs","5 KOs"
"571935","11","18",3,"2 KOs","7 KOs"
"90418","21","18",2,"14 KOs","11 KOs"
"15752","8","12",2,"2 KOs","4 KOs"
"219919","14","18",3,"5 KOs","12 KOs"
"84861","7","5",1,"2 KOs","1 KOs"
"543858","25","2",0,"16 KOs","0 KOs"
"211264","8","0",0,"6 KOs","0 KOs"
"157344","9","5",1,"3 KOs","2 KOs"
"20538","15","13",2,"14 KOs","8 KOs"
"108059","5","7",0,"3 KOs","6 KOs"
"208545","7","4",2,"2 KOs","1 KOs"
"87693","14","4",4,"7 KOs","1 KOs"
"172070","7","5",0,"2 KOs","3 KOs"
"457817","13","16",0,"5 KOs","9 KOs"
"46477","8","13",1,"2 KOs","7 KOs"
"539535","10","4",2,"0 KOs","1 KOs"
"52288","9","4",1,"7 KOs","2 KOs"
"37487","14","11",1,"5 KOs","8 KOs"
"512995","11","2",1,"2 KOs","1 KOs"
"154279","9","22",5,"3 KOs","10 KOs"
"195127","17","17",4,"5 KOs","5 KOs"
"96283","9","5",1,"1 KOs","2 KOs"
"587334","14","4",13,"7 KOs","1 KOs"
"569065","13","12",2,"4 KOs","3 KOs"
"459852","10","7",5,"2 KOs","3 KOs"
"626906","5","2",1,"1 KOs","1 KOs"
"90748","8","9",3,"1 KOs","3 KOs"
"244748","24","7",4,"15 KOs","3 KOs"
"325045","8","4",5,"5 KOs","2 KOs"
"608186","8","0",0,"4 KOs","0 KOs"
"326939","7","0",0,"6 KOs","0 KOs"
"114106","8","11",4,"5 KOs","6 KOs"
"185420","13","25",7,"2 KOs","5 KOs"
"54914","10","11",4,"5 KOs","5 KOs"
"242450","12","5",0,"7 KOs","2 KOs"
"746288","10","2",2,"6 KOs","0 KOs"
"170322","10","11",0,"8 KOs","11 KOs"
"118521","19","9",2,"8 KOs","3 KOs"
"489992","12","0",0,"7 KOs","0 KOs"
"460841","10","6",4,"2 KOs","1 KOs"
"141881","6","4",0,"5 KOs","2 KOs"
"357509","14","6",1,"8 KOs","4 KOs"
"2440","16","6",0,"10 KOs","1 KOs"
"87943","7","3",0,"7 KOs","3 KOs"
"112675","8","12",1,"3 KOs","2 KOs"
"328146","20","1",0,"17 KOs","1 KOs"
"114287","10","21",2,"2 KOs","5 KOs"
"541516","17","5",1,"10 KOs","5 KOs"
"86254","12","33",8,"0 KOs","2 KOs"
"712938","15","14",13,"6 KOs","6 KOs"
"234627","7","8",4,"1 KOs","2 KOs"
"360840","9","37",4,"4 KOs","7 KOs"
"349616","13","7",6,"5 KOs","2 KOs"
"923209","10","5",1,"4 KOs","1 KOs"
"337709","12","5",2,"5 KOs","2 KOs"
"681680","14","3",0,"13 KOs","0 KOs"
"653596","10","4",0,"3 KOs","2 KOs"
"868140","6","1",0,"4 KOs","0 KOs"
"144358","14","11",3,"9 KOs","6 KOs"
"65921","9","3",0,"1 KOs","0 KOs"
"83854","10","14",7,"2 KOs","2 KOs"
"274802","10","7",1,"3 KOs","2 KOs"
"62789","9","5",5,"3 KOs","0 KOs"
"350506","13","10",1,"6 KOs","1 KOs"
"769071","8","7",3,"2 KOs","3 KOs"
"465685","11","7",2,"4 KOs","5 KOs"
"484565","5","5",1,"4 KOs","3 KOs"
"3001","23","19",0,"12 KOs","13 KOs"
"286528","5","3",1,"3 KOs","0 KOs"
"159242","8","18",10,"0 KOs","2 KOs"
"22024","9","6",2,"5 KOs","3 KOs"
"375622","9","2",0,"2 KOs","1 KOs"
"248932","8","2",0,"2 KOs","0 KOs"
"429884","6","3",1,"0 KOs","2 KOs"
"8","7","10",10,"5 KOs","2 KOs"
"26864","12","9",0,"4 KOs","2 KOs"
"101631","14","16",5,"6 KOs","4 KOs"
"597008","20","10",0,"3 KOs","5 KOs"
"34909","6","2",1,"3 KOs","1 KOs"
"482636","8","1",1,"4 KOs","0 KOs"
"5928","7","4",0,"1 KOs","1 KOs"
"46965","12","8",0,"11 KOs","4 KOs"
"19472","12","15",2,"4 KOs","6 KOs"
"508977","21","2",0,"10 KOs","1 KOs"
"29463","19","12",1,"13 KOs","10 KOs"
"175350","6","6",5,"1 KOs","1 KOs"
"94808","15","4",2,"7 KOs","3 KOs"
"102320","5","2",1,"0 KOs","1 KOs"
"40162","14","2",2,"8 KOs","2 KOs"
"94505","17","0",1,"8 KOs","0 KOs"
"810350","9","6",0,"6 KOs","3 KOs"
"80582","16","6",2,"7 KOs","4 KOs"
"118186","6","5",0,"1 KOs","4 KOs"
"56796","4","8",1,"1 KOs","0 KOs"
"119785","12","11",2,"0 KOs","5 KOs"
"300684","7","4",0,"2 KOs","1 KOs"
"285409","9","2",0,"4 KOs","1 KOs"
"813336","9","11",0,"6 KOs","5 KOs"
"220332","11","15",2,"1 KOs","7 KOs"
"19696","25","6",1,"19 KOs","5 KOs"
"846280","10","3",2,"6 KOs","1 KOs"
"200292","8","3",0,"3 KOs","0 KOs"
"249947","6","0",0,"3 KOs","0 KOs"
"732359","8","5",3,"1 KOs","1 KOs"
"2468","18","39",2,"8 KOs","12 KOs"
"441167","13","10",2,"4 KOs","5 KOs"
"351821","22","18",4,"17 KOs","3 KOs"
"166394","9","12",5,"2 KOs","1 KOs"
"65890","9","17",5,"5 KOs","2 KOs"
"751903","8","4",0,"6 KOs","3 KOs"
"354800","15","1",0,"9 KOs","1 KOs"
"139690","7","6",2,"3 KOs","6 KOs"
"223253","7","3",0,"0 KOs","1 KOs"
"194136","12","5",1,"5 KOs","3 KOs"
"787235","8","4",1,"4 KOs","1 KOs"
"111147","8","9",8,"4 KOs","3 KOs"
"27100","22","15",4,"3 KOs","7 KOs"
"9191","10","3",0,"4 KOs","2 KOs"
"229630","11","15",0,"11 KOs","11 KOs"
"126748","6","3",1,"6 KOs","0 KOs"
"73717","8","23",2,"7 KOs","8 KOs"
"652841","13","11",1,"10 KOs","7 KOs"
"99828","13","14",2,"4 KOs","3 KOs"
"129968","11","14",0,"9 KOs","9 KOs"
"337836","25","19",3,"14 KOs","11 KOs"
"471757","11","0",0,"4 KOs","0 KOs"
"72920","16","12",0,"8 KOs","5 KOs"
"378223","23","10",7,"11 KOs","1 KOs"
"110326","14","11",2,"6 KOs","8 KOs"
"66065","17","9",3,"5 KOs","3 KOs"
"76449","9","18",2,"0 KOs","3 KOs"
"14945","31","9",5,"17 KOs","4 KOs"
"94115","8","16",6,"0 KOs","2 KOs"
"172402","5","5",0,"2 KOs","2 KOs"
"253493","6","10",2,"5 KOs","3 KOs"
"789857","8","12",2,"2 KOs","2 KOs"
"919573","13","14",8,"5 KOs","5 KOs"
"883512","7","1",1,"1 KOs","0 KOs"
"184752","10","11",2,"3 KOs","5 KOs"
"227249","10","7",0,"5 KOs","5 KOs"
"109640","6","4",3,"1 KOs","0 KOs"
"128431","13","11",2,"8 KOs","5 KOs"
"23400","8","15",0,"7 KOs","4 KOs"
"110138","21","19",3,"16 KOs","10 KOs"
"714625","17","3",0,"13 KOs","3 KOs"
"5018","19","11",1,"18 KOs","8 KOs"
"186822","6","13",1,"2 KOs","1 KOs"
"240016","8","4",0,"7 KOs","3 KOs"
"75804","10","21",2,"5 KOs","12 KOs"
"678817","17","3",0,"8 KOs","3 KOs"
"715652","6","2",0,"1 KOs","1 KOs"
"38368","17","8",3,"10 KOs","0 KOs"
"69205","5","16",15,"5 KOs","3 KOs"
"66946","14","21",6,"4 KOs","3 KOs"
"33826","16","19",3,"10 KOs","9 KOs"
"25767","7","6",0,"4 KOs","2 KOs"
"276926","10","7",2,"3 KOs","6 KOs"
"170275","5","1",2,"0 KOs","0 KOs"
"100405","23","7",1,"21 KOs","3 KOs"
"852495","10","0",0,"6 KOs","0 KOs"
"608919","9","7",5,"2 KOs","1 KOs"
"108075","8","7",1,"4 KOs","0 KOs"
"144281","8","6",4,"3 KOs","4 KOs"
"580403","13","1",2,"9 KOs","0 KOs"
"357126","14","3",0,"5 KOs","2 KOs"
"901060","7","1",1,"4 KOs","1 KOs"
"133327","16","12",1,"2 KOs","4 KOs"
"18274","21","5",0,"20 KOs","1 KOs"
"817866","9","5",0,"1 KOs","2 KOs"
"69635","17","21",5,"5 KOs","6 KOs"
"172269","7","5",0,"3 KOs","2 KOs"
"204640","5","7",0,"0 KOs","2 KOs"
"113265","9","2",0,"4 KOs","1 KOs"
"134190","5","5",0,"5 KOs","4 KOs"
"539375","9","8",1,"7 KOs","3 KOs"
"448247","15","1",2,"3 KOs","1 KOs"
"213956","14","9",0,"9 KOs","3 KOs"
"723940","12","0",1,"3 KOs","0 KOs"
"95030","6","14",3,"3 KOs","8 KOs"
"761528","22","1",2,"6 KOs","1 KOs"
"186454","12","18",3,"3 KOs","5 KOs"
"183896","22","18",3,"3 KOs","7 KOs"
"135350","10","8",8,"2 KOs","1 KOs"
"645207","13","2",1,"7 KOs","2 KOs"
"432286","3","1",0,"1 KOs","0 KOs"
"536091","20","0",0,"14 KOs","0 KOs"
"6866","12","16",1,"5 KOs","8 KOs"
"180303","10","2",1,"0 KOs","1 KOs"
"460011","6","6",1,"2 KOs","2 KOs"
"653805","22","1",0,"20 KOs","0 KOs"
"60833","10","3",1,"5 KOs","2 KOs"
"58560","11","19",1,"4 KOs","2 KOs"
"701838","6","4",1,"2 KOs","0 KOs"
"102581","0","6",2,"0 KOs","3 KOs"
"286145","8","5",1,"2 KOs","3 KOs"
"10418","7","6",2,"6 KOs","2 KOs"
"87601","7","7",1,"2 KOs","5 KOs"
"200539","26","10",7,"8 KOs","2 KOs"
"689492","18","12",6,"5 KOs","3 KOs"
"78061","5","9",0,"1 KOs","2 KOs"
"195910","7","6",0,"6 KOs","0 KOs"
"18144","18","14",0,"12 KOs","9 KOs"
"3063","20","16",0,"8 KOs","10 KOs"
"273973","13","12",4,"1 KOs","3 KOs"
"86599","10","13",6,"5 KOs","4 KOs"
"125026","7","13",2,"3 KOs","1 KOs"
"4872","25","4",0,"16 KOs","3 KOs"
"80874","9","23",12,"0 KOs","0 KOs"
"12887","10","26",1,"2 KOs","4 KOs"
"91804","13","16",3,"3 KOs","7 KOs"
"8582","7","6",3,"5 KOs","2 KOs"
"183159","2","2",0,"2 KOs","2 KOs"
"118403","14","12",2,"3 KOs","0 KOs"
"178908","8","2",4,"5 KOs","1 KOs"
"68739","10","2",1,"7 KOs","2 KOs"
"53641","12","25",5,"5 KOs","17 KOs"
"914350","2","0",2,"1 KOs","0 KOs"
"24859","7","14",2,"1 KOs","7 KOs"
"20274","7","6",1,"5 KOs","3 KOs"
"110334","7","4",2,"0 KOs","4 KOs"
"638193","13","16",2,"6 KOs","4 KOs"
"454152","10","1",1,"1 KOs","1 KOs"
"101514","13","25",11,"10 KOs","12 KOs"
"581100","10","13",5,"3 KOs","6 KOs"
"804892","6","3",0,"3 KOs","1 KOs"
"42880","10","8",2,"7 KOs","5 KOs"
"337802","24","34",7,"6 KOs","13 KOs"
"50787","16","14",2,"4 KOs","8 KOs"
"839576","6","1",1,"2 KOs","0 KOs"
"506558","12","12",0,"2 KOs","1 KOs"
"51659","9","1",0,"3 KOs","0 KOs"
"38866","11","9",2,"2 KOs","5 KOs"
"712752","11","1",0,"6 KOs","0 KOs"
"303341","15","24",6,"7 KOs","9 KOs"
"108868","18","28",23,"3 KOs","6 KOs"
"795528","8","1",2,"3 KOs","1 KOs"
"70325","5","1",1,"2 KOs","1 KOs"
"57533","26","18",6,"19 KOs","7 KOs"
"107226","10","4",5,"3 KOs","0 KOs"
"809955","10","0",0,"4 KOs","0 KOs"
"317630","5","1",1,"0 KOs","0 KOs"
"12204","12","8",0,"7 KOs","5 KOs"
"170743","14","18",2,"2 KOs","3 KOs"
"230943","11","19",1,"6 KOs","11 KOs"
"226744","6","9",2,"2 KOs","4 KOs"
"309270","14","21",6,"6 KOs","2 KOs"
"125676","10","2",1,"3 KOs","0 KOs"
"84813","9","3",1,"2 KOs","1 KOs"
"809562","26","13",2,"12 KOs","7 KOs"
"45289","6","7",0,"3 KOs","1 KOs"
"97025","6","9",0,"2 KOs","0 KOs"
"194147","7","4",2,"0 KOs","2 KOs"
"213321","6","13",1,"1 KOs","3 KOs"
"240297","15","4",2,"9 KOs","2 KOs"
"26539","12","7",2,"8 KOs","6 KOs"
"5679","9","3",2,"3 KOs","1 KOs"
"25439","15","10",2,"2 KOs","4 KOs"
"836567","9","0",1,"6 KOs","0 KOs"
"4281","11","8",2,"4 KOs","5 KOs"
"591469","11","6",3,"4 KOs","1 KOs"
"636799","12","4",3,"0 KOs","1 KOs"
"55904","9","5",0,"5 KOs","3 KOs"
"496535","5","2",0,"3 KOs","2 KOs"
"215086","14","29",3,"4 KOs","5 KOs"
"269683","4","5",0,"1 KOs","2 KOs"
"31057","19","7",1,"7 KOs","4 KOs"
"59238","16","2",0,"10 KOs","0 KOs"
"282004","13","17",5,"8 KOs","10 KOs"
"131065","2","4",0,"2 KOs","3 KOs"
"372361","0","2",0,"0 KOs","2 KOs"
"627708","13","5",0,"11 KOs","3 KOs"
"377347","15","1",1,"6 KOs","0 KOs"
"422836","13","14",7,"5 KOs","4 KOs"
"502136","8","9",4,"2 KOs","2 KOs"
"542922","17","12",1,"7 KOs","6 KOs"
"336098","9","6",6,"5 KOs","3 KOs"
"715220","11","6",6,"7 KOs","0 KOs"
"198352","3","11",4,"1 KOs","3 KOs"
"77127","6","8",2,"1 KOs","0 KOs"
"451757","8","12",2,"3 KOs","8 KOs"
"44903","8","13",0,"7 KOs","8 KOs"
"373987","10","75",2,"2 KOs","2 KOs"
"64529","8","8",1,"6 KOs","1 KOs"
"171680","9","9",1,"0 KOs","2 KOs"
"227","15","18",2,"4 KOs","3 KOs"
"106135","9","2",1,"5 KOs","2 KOs"
"364259","9","24",1,"2 KOs","7 KOs"
"658214","21","8",0,"14 KOs","7 KOs"
"118569","9","5",0,"5 KOs","5 KOs"
"173558","23","38",14,"7 KOs","14 KOs"
"268302","14","9",2,"8 KOs","5 KOs"
"373976","7","10",0,"0 KOs","4 KOs"
"56167","23","26",7,"4 KOs","7 KOs"
"711220","8","10",0,"1 KOs","1 KOs"
"50377","26","22",0,"17 KOs","13 KOs"
"148515","15","0",11,"7 KOs","0 KOs"
"4999","5","5",3,"1 KOs","4 KOs"
"205968","7","9",0,"4 KOs","1 KOs"
"320458","1","3",0,"0 KOs","0 KOs"
"569271","8","4",1,"0 KOs","4 KOs"
"222999","6","12",2,"0 KOs","3 KOs"
"132265","12","11",1,"4 KOs","4 KOs"
"613141","15","20",5,"0 KOs","14 KOs"
"68090","21","10",19,"11 KOs","1 KOs"
"53452","10","1",2,"3 KOs","1 KOs"
"634180","12","1",0,"5 KOs","0 KOs"
"94344","10","3",0,"3 KOs","1 KOs"
"88849","8","6",2,"1 KOs","1 KOs"
"305484","14","2",0,"7 KOs","1 KOs"
"109125","8","3",0,"6 KOs","0 KOs"
"8379","15","9",0,"15 KOs","7 KOs"
"385507","5","0",0,"2 KOs","0 KOs"
"67980","7","1",0,"1 KOs","0 KOs"
"82622","8","42",3,"3 KOs","12 KOs"
"17115","8","7",0,"4 KOs","2 KOs"
"212655","7","6",2,"3 KOs","4 KOs"
"82908","10","5",0,"5 KOs","2 KOs"
"115048","20","34",6,"3 KOs","9 KOs"
"326194","8","12",3,"3 KOs","3 KOs"
"602544","12","6",0,"9 KOs","4 KOs"
"261541","9","18",1,"5 KOs","5 KOs"
"255763","12","11",3,"6 KOs","4 KOs"
"100957","9","10",1,"3 KOs","2 KOs"
"272369","8","7",3,"8 KOs","2 KOs"
"16968","29","11",0,"20 KOs","10 KOs"
"619644","11","15",3,"6 KOs","0 KOs"
"28474","8","15",2,"3 KOs","8 KOs"
"825687","10","0",0,"7 KOs","0 KOs"
"528813","22","10",1,"6 KOs","6 KOs"
"722872","6","3",2,"0 KOs","1 KOs"
"310131","10","8",1,"7 KOs","5 KOs"
"538432","7","1",0,"3 KOs","1 KOs"
"312841","9","6",2,"2 KOs","1 KOs"
"160280","10","9",0,"2 KOs","1 KOs"
"76311","13","6",4,"2 KOs","2 KOs"
"155441","7","4",0,"5 KOs","4 KOs"
"127883","8","3",0,"3 KOs","1 KOs"
"18014","15","34",12,"2 KOs","13 KOs"
"246771","11","6",9,"6 KOs","3 KOs"
"351281","9","18",1,"2 KOs","3 KOs"
"101029","4","1",0,"3 KOs","1 KOs"
"333752","18","20",8,"7 KOs","3 KOs"
"81057","16","21",3,"4 KOs","7 KOs"
"265326","12","8",2,"10 KOs","2 KOs"
"145009","7","4",0,"6 KOs","3 KOs"
"285258","14","8",2,"9 KOs","2 KOs"
"210137","7","17",4,"0 KOs","4 KOs"
"683300","11","26",6,"8 KOs","9 KOs"
"575523","9","14",4,"0 KOs","3 KOs"
"624256","10","6",5,"6 KOs","1 KOs"
"52325","8","8",2,"1 KOs","3 KOs"
"368062","10","7",2,"4 KOs","3 KOs"
"130957","7","3",3,"3 KOs","1 KOs"
"20128","6","1",0,"2 KOs","1 KOs"
"27565","6","3",0,"0 KOs","1 KOs"
"287841","8","12",2,"5 KOs","4 KOs"
"252169","10","23",8,"1 KOs","3 KOs"
"342267","7","6",1,"3 KOs","2 KOs"
"29706","10","15",1,"5 KOs","5 KOs"
"530552","25","27",9,"13 KOs","9 KOs"
"59813","11","3",2,"5 KOs","0 KOs"
"125340","15","16",1,"10 KOs","8 KOs"
"116782","20","25",2,"9 KOs","18 KOs"
"3396","18","7",0,"8 KOs","3 KOs"
"25250","9","13",0,"2 KOs","2 KOs"
"599156","12","11",0,"4 KOs","7 KOs"
"504223","10","14",5,"1 KOs","4 KOs"
"101640","10","33",13,"0 KOs","4 KOs"
"443742","6","4",0,"4 KOs","2 KOs"
"346722","8","6",3,"0 KOs","4 KOs"
"175103","6","1",1,"0 KOs","0 KOs"
"65654","15","22",6,"8 KOs","10 KOs"
"51851","10","10",1,"6 KOs","5 KOs"
"128812","11","3",0,"9 KOs","1 KOs"
"66809","10","14",1,"8 KOs","5 KOs"
"112608","14","22",6,"4 KOs","6 KOs"
"459359","11","13",6,"0 KOs","3 KOs"
"102471","8","8",2,"4 KOs","0 KOs"
"16092","18","2",0,"12 KOs","2 KOs"
"166307","17","21",20,"11 KOs","1 KOs"
"150747","28","12",3,"27 KOs","7 KOs"
"144290","8","11",6,"3 KOs","3 KOs"
"127666","14","32",7,"7 KOs","6 KOs"
"105527","24","17",2,"14 KOs","7 KOs"
"130958","10","20",17,"5 KOs","6 KOs"
"138032","6","5",0,"0 KOs","0 KOs"
"55721","12","7",3,"6 KOs","2 KOs"
"45512","8","15",2,"3 KOs","4 KOs"
"848593","6","2",0,"5 KOs","0 KOs"
"126171","10","7",6,"1 KOs","3 KOs"
"526461","6","5",0,"2 KOs","3 KOs"
"20965","13","28",5,"7 KOs","21 KOs"
"218023","16","20",9,"8 KOs","8 KOs"
"250652","11","5",2,"7 KOs","1 KOs"
"429051","6","1",0,"0 KOs","0 KOs"
"575723","8","6",3,"6 KOs","2 KOs"
"305113","8","4",0,"4 KOs","2 KOs"
"14993","8","4",1,"2 KOs","1 KOs"
"556837","9","10",0,"1 KOs","4 KOs"
"726645","11","13",6,"3 KOs","3 KOs"
"267528","7","4",0,"6 KOs","1 KOs"
"158895","3","11",4,"2 KOs","3 KOs"
"531404","2","4",0,"1 KOs","1 KOs"
"572839","13","2",0,"3 KOs","0 KOs"
"204016","5","6",0,"3 KOs","4 KOs"
"38242","14","3",0,"7 KOs","2 KOs"
"490319","6","1",0,"6 KOs","1 KOs"
"246948","13","2",3,"4 KOs","1 KOs"
"472332","12","7",5,"9 KOs","2 KOs"
"127768","8","3",1,"5 KOs","0 KOs"
"486782","24","12",2,"19 KOs","4 KOs"
"669711","16","0",0,"10 KOs","0 KOs"
"61277","17","9",3,"5 KOs","1 KOs"
"681314","18","3",0,"11 KOs","0 KOs"
"136742","8","8",0,"8 KOs","6 KOs"
"467205","5","3",1,"1 KOs","1 KOs"
"103368","8","8",1,"2 KOs","4 KOs"
"35805","14","2",2,"9 KOs","1 KOs"
"7505","14","23",3,"3 KOs","11 KOs"
"195789","12","7",1,"3 KOs","3 KOs"
"702417","19","1",1,"10 KOs","0 KOs"
"47297","27","6",4,"4 KOs","2 KOs"
"433994","5","0",0,"4 KOs","0 KOs"
"695578","7","5",0,"0 KOs","1 KOs"
"308173","6","1",0,"6 KOs","1 KOs"
"167248","11","3",3,"1 KOs","1 KOs"
"43683","5","4",0,"3 KOs","2 KOs"
"180490","11","4",0,"7 KOs","2 KOs"
"730515","7","2",2,"1 KOs","0 KOs"
"284311","8","7",4,"3 KOs","3 KOs"
"725475","21","3",1,"14 KOs","2 KOs"
"76578","10","11",2,"5 KOs","3 KOs"
"124135","13","8",1,"1 KOs","2 KOs"
"420919","10","3",3,"1 KOs","0 KOs"
"179633","7","7",1,"4 KOs","0 KOs"
"102584","8","6",0,"2 KOs","1 KOs"
"146175","8","7",1,"1 KOs","2 KOs"
"370245","7","4",3,"5 KOs","1 KOs"
"84583","9","6",1,"6 KOs","4 KOs"
"223678","17","19",4,"7 KOs","11 KOs"
"44333","8","13",0,"3 KOs","8 KOs"
"79890","8","17",3,"2 KOs","3 KOs"
"18941","11","4",1,"3 KOs","2 KOs"
"70593","3","6",0,"3 KOs","5 KOs"
"148486","11","19",0,"6 KOs","14 KOs"
"66499","19","44",14,"8 KOs","11 KOs"
"816382","10","0",0,"6 KOs","0 KOs"
"242735","10","10",4,"4 KOs","3 KOs"
"141285","9","4",1,"1 KOs","0 KOs"
"194083","9","2",2,"4 KOs","2 KOs"
"528701","5","0",3,"0 KOs","0 KOs"
"739763","18","1",0,"10 KOs","0 KOs"
"762584","15","5",2,"3 KOs","2 KOs"
"551829","6","2",0,"2 KOs","1 KOs"
"260749","13","11",5,"9 KOs","2 KOs"
"208900","8","8",1,"6 KOs","7 KOs"
"44219","7","5",0,"5 KOs","5 KOs"
"102376","14","2",1,"4 KOs","1 KOs"
"126212","3","3",1,"3 KOs","3 KOs"
"562010","15","10",2,"1 KOs","6 KOs"
"31460","9","8",5,"7 KOs","2 KOs"
"336674","16","14",10,"12 KOs","6 KOs"
"741693","18","3",0,"15 KOs","0 KOs"
"233603","10","9",1,"4 KOs","3 KOs"
"253488","18","5",0,"8 KOs","3 KOs"
"315853","9","4",1,"8 KOs","1 KOs"
"347026","5","1",1,"4 KOs","0 KOs"
"11363","12","6",0,"9 KOs","1 KOs"
"114249","19","23",6,"9 KOs","8 KOs"
"121331","18","11",3,"8 KOs","5 KOs"
"427823","9","16",5,"3 KOs","1 KOs"
"22162","14","12",1,"5 KOs","3 KOs"
"29099","12","8",2,"1 KOs","2 KOs"
"24964","11","10",3,"4 KOs","5 KOs"
"117081","8","4",5,"1 KOs","1 KOs"
"111254","13","17",3,"3 KOs","3 KOs"
"297383","14","17",0,"5 KOs","7 KOs"
"34479","26","37",6,"2 KOs","18 KOs"
"94330","10","27",3,"6 KOs","14 KOs"
"48075","12","19",5,"3 KOs","4 KOs"
"281061","9","0",1,"1 KOs","0 KOs"
"160902","6","3",0,"2 KOs","1 KOs"
"593492","10","1",1,"2 KOs","0 KOs"
"574340","24","2",0,"19 KOs","1 KOs"
"652259","10","7",0,"7 KOs","4 KOs"
"280690","13","5",0,"8 KOs","3 KOs"
"699751","7","2",2,"1 KOs","0 KOs"
"92304","14","21",5,"9 KOs","3 KOs"
"145140","3","1",0,"2 KOs","1 KOs"
"691175","16","5",0,"8 KOs","1 KOs"
"49346","10","13",4,"2 KOs","1 KOs"
"104020","21","41",4,"0 KOs","11 KOs"
"285546","7","8",0,"3 KOs","4 KOs"
"284484","15","12",3,"7 KOs","6 KOs"
"36181","12","24",2,"7 KOs","5 KOs"
"646442","8","3",3,"3 KOs","2 KOs"
"86788","15","6",1,"10 KOs","6 KOs"
"486624","18","11",3,"14 KOs","9 KOs"
"371305","8","6",1,"1 KOs","1 KOs"
"507571","12","2",0,"5 KOs","1 KOs"
"62696","16","6",0,"4 KOs","3 KOs"
"379825","7","19",2,"1 KOs","8 KOs"
"114983","13","7",5,"5 KOs","1 KOs"
"644992","7","3",1,"3 KOs","1 KOs"
"3286","12","17",0,"5 KOs","10 KOs"
"41995","53","19",2,"31 KOs","6 KOs"
"420329","14","11",0,"7 KOs","7 KOs"
"102806","8","1",1,"5 KOs","0 KOs"
"499241","8","5",0,"5 KOs","4 KOs"
"107467","22","19",19,"3 KOs","8 KOs"
"158466","13","9",6,"6 KOs","2 KOs"
"432562","7","2",0,"6 KOs","1 KOs"
"23719","15","7",1,"9 KOs","5 KOs"
"35288","12","18",1,"2 KOs","5 KOs"
"205230","14","10",2,"1 KOs","3 KOs"
"77409","6","2",0,"6 KOs","0 KOs"
"206854","9","23",3,"2 KOs","13 KOs"
"18528","23","13",1,"18 KOs","11 KOs"
"206648","6","1",2,"1 KOs","1 KOs"
"111083","8","8",2,"5 KOs","4 KOs"
"94167","10","15",1,"2 KOs","2 KOs"
"76015","8","13",0,"7 KOs","8 KOs"
"91723","7","3",2,"4 KOs","0 KOs"
"503297","5","3",0,"3 KOs","1 KOs"
"39462","8","9",2,"1 KOs","1 KOs"
"15252","14","4",2,"4 KOs","0 KOs"
"192673","14","6",5,"5 KOs","2 KOs"
"841768","5","0",0,"1 KOs","0 KOs"
"123929","17","13",2,"2 KOs","9 KOs"
"131124","20","27",17,"5 KOs","8 KOs"
"470674","7","12",2,"2 KOs","5 KOs"
"159800","12","16",4,"6 KOs","5 KOs"
"18752","10","31",6,"3 KOs","9 KOs"
"285629","7","3",1,"3 KOs","1 KOs"
"640004","17","0",0,"15 KOs","0 KOs"
"313738","8","18",3,"4 KOs","5 KOs"
"319237","5","1",0,"4 KOs","1 KOs"
"56287","17","23",2,"7 KOs","8 KOs"
"485187","25","20",2,"10 KOs","1 KOs"
"140125","9","6",1,"3 KOs","0 KOs"
"680388","16","17",1,"5 KOs","5 KOs"
"575120","10","8",2,"2 KOs","2 KOs"
"448515","8","3",2,"5 KOs","2 KOs"
"293564","15","19",5,"5 KOs","9 KOs"
"617934","16","6",1,"10 KOs","4 KOs"
"618317","15","6",0,"4 KOs","0 KOs"
"745632","11","5",0,"2 KOs","0 KOs"
"38441","5","7",1,"3 KOs","3 KOs"
"877858","5","0",0,"2 KOs","0 KOs"
"363181","8","8",5,"1 KOs","5 KOs"
"104024","16","29",3,"7 KOs","7 KOs"
"109573","10","6",9,"0 KOs","1 KOs"
"418744","7","3",1,"4 KOs","2 KOs"
"695653","15","6",0,"5 KOs","3 KOs"
"122694","13","8",2,"6 KOs","2 KOs"
"148921","11","8",5,"3 KOs","2 KOs"
"275569","5","2",0,"3 KOs","1 KOs"
"49814","8","6",1,"3 KOs","3 KOs"
"116585","12","16",8,"7 KOs","4 KOs"
"580083","9","7",5,"6 KOs","5 KOs"
"206063","16","9",2,"4 KOs","4 KOs"
"325059","6","4",0,"5 KOs","3 KOs"
"217505","19","13",5,"9 KOs","5 KOs"
"250505","7","2",2,"1 KOs","1 KOs"
"33531","12","3",0,"11 KOs","1 KOs"
"174471","35","20",2,"27 KOs","11 KOs"
"553845","6","6",0,"2 KOs","1 KOs"
